Dataset: Gulf of Mexico ,,,,,,
Species Name: Bank sea bass (Centropristis ocyurus),,,,,,
,,,,,,
HaulID,Stratum,LAT,LON,Depth,Year,wtcpue
004-313-00161,16-20,28.93575,-92.77633333,24.5,2015,0
004-313-00196,14-60,28.74791667,-90.08758333,37.7,2015,0
004-313-00118,17-20,28.6875,-93.889,26.7,2015,0
004-313-00162,16-20,28.782,-92.63508333,30.5,2015,0
004-313-00119,17-20,28.622,-93.74966667,33.8,2015,0
004-313-00198,13-60,28.81308333,-89.5765,75,2015,0
004-313-00163,16-20,28.81566667,-92.79258333,25.8,2015,0
004-313-00242,20-Aug,29.53075,-85.719,30.4,2015,0
004-313-00120,17-60,28.45283333,-93.89,45,2015,0
004-313-00199,13-60,28.72841667,-89.62108333,87.8,2015,0
004-313-00164,16-20,28.74225,-92.7715,30.4,2015,0
004-313-00243,Sep-60,29.80241667,-86.10275,42.4,2015,0.032805774
004-313-00200,13-60,28.87333333,-89.22716667,89.2,2015,0
004-313-00121,17-60,28.33483333,-93.75383333,55.6,2015,0
004-313-00165,16-60,28.55716667,-92.84625,39.3,2015,0
004-313-00204,Sep-60,29.70683333,-86.26408333,66.2,2015,0.78996305
004-313-00122,17-60,28.43733333,-93.66483333,47,2015,0
004-313-00205,Sep-60,29.85258333,-86.19166667,49.7,2015,0.720942043
004-313-00168,16-60,28.64675,-92.12216667,38.6,2015,0
004-313-00124,17-60,28.41766667,-93.43816667,50.3,2015,0
004-313-00207,Aug-60,29.3905,-85.88783333,53.6,2015,0
004-313-00169,15-20,28.78616667,-91.9345,29.3,2015,0
004-313-00208,Aug-60,29.42791667,-85.87275,45,2015,0.030660782
004-313-00125,17-60,28.34225,-93.3065,53.9,2015,0
004-313-00209,Aug-60,29.35158333,-85.72441667,50.8,2015,0.032899505
004-313-00170,15-20,28.87116667,-91.95333333,25.1,2015,0
004-313-00126,0-60,27.97625,-93.73325,92.9,2015,0
004-313-00210,20-Aug,29.38158333,-85.53516667,32,2015,0.003066078
004-313-00172,15-20,28.89983333,-91.65333333,18.8,2015,0
004-313-00129,17-60,28.02225,-93.28541667,94.9,2015,0
004-313-00212,20-Aug,29.44133333,-85.34433333,26.7,2015,0.892841958
004-313-00131,16-60,28.108,-92.85933333,80.3,2015,0
004-313-00213,20-Aug,29.20033333,-85.08166667,30.5,2015,0.01907782
004-313-00173,15-20,28.89216667,-91.6065,18.1,2015,0
004-313-00132,16-60,28.0995,-92.51316667,91.6,2015,0
004-313-00214,20-Jul,29.24391667,-84.96358333,26.9,2015,0
004-313-00174,15-20,28.79383333,-91.45391667,19.4,2015,0
004-313-00134,16-60,28.09183333,-92.32066667,88.5,2015,0
004-313-00215,20-Jul,29.3455,-84.77991667,26.7,2015,0.111741515
004-313-00175,15-20,28.67608333,-91.27575,20.1,2015,0
004-313-00136,16-60,28.05225,-92.05416667,100.6,2015,0
004-313-00216,20-Jul,29.43366667,-84.65066667,27.2,2015,0
004-313-00217,20-Jul,29.35708333,-84.633,28.5,2015,0
004-313-00176,15-20,28.57358333,-91.21191667,28.7,2015,0
004-313-00218,20-Jul,29.38141667,-84.49883333,29.4,2015,0.065283491
004-313-00177,15-20,28.60183333,-91.33608333,29.1,2015,0
004-313-00220,20-Jul,29.34816667,-84.23008333,26,2015,0.177807298
004-313-00178,15-20,28.57933333,-91.45041667,33.6,2015,0
004-313-00221,20-Jun,28.94458333,-84.35941667,31.5,2015,0
004-313-00223,Jun-60,28.91658333,-84.77883333,42.6,2015,0
004-313-00180,15-60,28.3945,-91.66716667,56.7,2015,0
004-313-00224,Jun-60,28.96691667,-84.87441667,42.4,2015,0.221438978
004-313-00181,15-60,28.33,-91.76016667,61.8,2015,0
004-313-00225,20-Jul,29.06475,-84.94416667,35.3,2015,0
004-313-00182,15-60,28.31608333,-91.35383333,64.7,2015,0
004-313-00228,Jun-60,28.61791667,-84.75558333,53.9,2015,0.321824648
004-313-00183,15-60,28.27658333,-91.39783333,71.9,2015,0
004-313-00229,20-Jun,28.44675,-84.06275,36.4,2015,0
004-313-00185,15-60,28.36816667,-91.01308333,46.6,2015,0
004-313-00231,20-Jun,28.46491667,-83.91208333,32.9,2015,0
004-313-00232,20-Jun,28.55975,-83.82458333,29.6,2015,0
004-313-00186,15-60,28.40475,-91.01575,41.3,2015,0
004-313-00233,20-Jun,28.70533333,-83.95625,30.5,2015,0
004-313-00234,20-Jun,28.76575,-84.275,36,2015,0
004-313-00235,20-Jun,28.78825,-84.30975,34.9,2015,0
004-313-00237,20-Jul,29.10841667,-84.19041667,27.1,2015,0.06692378
004-313-00238,20-Jul,29.13258333,-84.51675,28,2015,0
004-313-00239,20-Jul,29.21141667,-84.55958333,30.4,2015,0.077237915
004-313-00241,20-Aug,29.06341667,-85.12508333,34.9,2015,0.060980888
017-1503-00026,Jun-60,28.33375,-84.48458333,59,2015,0.316510112
017-1502-00003,13-20,29.07383333,-89.02016667,18.6,2015,0
017-1503-00027,Jun-60,28.30091667,-84.4385,62,2015,0.022286762
017-1502-00004,Nov-60,29.16466667,-88.90933333,48.5,2015,0
017-1502-00005,Nov-60,29.20775,-88.86975,63,2015,0
017-1502-00006,Nov-60,29.22091667,-88.83516667,62.8,2015,0
017-1503-00032,20-Apr,26.94275,-82.58183333,16,2015,0
017-1502-00007,20-Nov,29.32491667,-88.91116667,24.6,2015,0
017-1503-00033,20-Apr,26.89416667,-82.55433333,16,2015,0
017-1502-00008,20-Nov,29.59641667,-88.80166667,13.6,2015,0
017-1502-00009,20-Nov,29.51491667,-88.63691667,15.9,2015,0
017-1503-00034,20-Apr,26.63883333,-82.83058333,29,2015,0
017-1502-00010,20-Nov,29.56525,-88.618,28.4,2015,0
017-1503-00035,20-Apr,26.52725,-82.70416667,27,2015,0
017-1502-00012,Nov-60,29.3155,-88.39333333,62.9,2015,0
017-1503-00036,20-Apr,26.44358333,-82.68208333,26,2015,0
017-1502-00014,Nov-60,29.32325,-88.30783333,61.8,2015,0
017-1502-00015,Nov-60,29.36825,-88.22525,62.4,2015,0
017-1503-00037,20-Apr,26.47208333,-82.56,22,2015,0
017-1502-00017,20-Nov,29.84241667,-88.068,32.4,2015,0
017-1503-00079,20-May,27.06458333,-83.08516667,35,2015,0.133453891
017-1502-00019,20-Nov,30.0435,-88.33466667,20.1,2015,0.00442878
017-1503-00040,20-Apr,26.1955,-82.08266667,14,2015,0
017-1503-00081,May-60,27.61033333,-83.62791667,44,2015,0
017-1502-00021,20-Nov,29.93983333,-88.46066667,28.6,2015,0
017-1503-00042,20-Mar,25.84241667,-81.84166667,11,2015,0
017-1503-00082,20-May,27.6895,-83.41708333,33,2015,0
017-1502-00022,20-Nov,29.99325,-88.68141667,17.9,2015,0
017-1503-00043,20-Mar,25.82116667,-81.81891667,10,2015,0
017-1503-00083,20-May,27.75025,-83.49166667,35,2015,0
017-1503-00044,20-Mar,25.61258333,-81.79683333,11,2015,0
017-1502-00024,20-Nov,30.11816667,-88.76458333,13.4,2015,0
017-1503-00084,May-60,27.81783333,-83.57975,37,2015,0
017-1503-00045,20-Mar,25.66375,-82.00133333,17,2015,0
017-1503-00085,20-May,27.83933333,-83.45125,32,2015,0
017-1503-00047,20-Mar,25.39308333,-82.12575,22,2015,0
017-1503-00004,Sep-60,30.13408333,-86.85708333,51,2015,0
017-1503-00086,20-May,27.97241667,-83.49408333,31,2015,0.081596908
017-1503-00007,Sep-60,30.0575,-86.43533333,47,2015,0.607296397
017-1503-00048,20-Mar,25.2235,-81.87733333,15.7,2015,0
017-1503-00088,20-May,27.96216667,-83.53383333,31,2015,0.180579915
017-1503-00010,Aug-60,29.3745,-85.73558333,49,2015,0.055431176
017-1503-00089,May-60,27.87341667,-84.05808333,54,2015,0.265726773
017-1503-00051,20-Mar,25.09541667,-82.10633333,21,2015,0
017-1503-00129,Apr-60,26.0645,-83.45808333,60.6,2015,0
017-1503-00012,20-Aug,30.09975,-85.82983333,20,2015,0.201723766
017-1503-00091,20-Jun,28.019,-83.26466667,22,2015,0
017-1503-00052,20-Feb,24.94833333,-82.10375,22,2015,0
017-1503-00130,Apr-60,26.092,-83.503,62.1,2015,0
017-1503-00013,20-Aug,30.01908333,-85.81075,25,2015,0
017-1503-00092,20-Jun,28.05983333,-83.15166667,18.6,2015,0
017-1503-00053,20-Feb,24.91483333,-82.10733333,23,2015,0
017-1503-00095,May-60,27.48158333,-83.57458333,42.8,2015,0.075584504
017-1503-00131,Apr-60,26.26425,-83.57016667,60.9,2015,0
017-1503-00054,20-Feb,24.83958333,-82.21891667,23,2015,0
017-1503-00015,Aug-60,29.01825,-85.30708333,48,2015,0.14231145
017-1503-00096,May-60,27.37391667,-83.558,45,2015,0
017-1503-00056,20-Mar,25.0405,-82.60341667,36,2015,0
017-1503-00132,Apr-60,26.35225,-83.53316667,58.5,2015,0.043697292
017-1503-00016,Aug-60,29.02341667,-85.1585,43,2015,0
017-1503-00098,Apr-60,26.75633333,-83.04933333,37.4,2015,0
017-1503-00057,Mar-60,25.1285,-82.78925,43,2015,0
017-1503-00133,Apr-60,26.39766667,-83.3555,53,2015,0.033658725
017-1503-00017,20-Aug,29.06583333,-85.09466667,35,2015,0
017-1503-00099,Apr-60,26.5055,-83.07941667,40,2015,0
017-1503-00058,Mar-60,25.21075,-82.80941667,44,2015,0
017-1503-00021,Jun-60,28.46375,-84.75158333,63,2015,0.050783339
017-1503-00100,Apr-60,26.19683333,-83.15975,48.8,2015,0
017-1503-00134,Apr-60,26.44008333,-83.45333333,55.4,2015,0.059864882
017-1503-00059,Mar-60,25.21908333,-82.76025,42,2015,0
017-1503-00101,Apr-60,26.0645,-83.25483333,54,2015,0
017-1503-00022,Jun-60,28.35333333,-84.7765,64,2015,0.162388584
017-1503-00136,Apr-60,26.70258333,-83.74266667,69.5,2015,0
017-1503-00102,Mar-60,25.89275,-83.28958333,57,2015,0.037792252
017-1503-00023,Jun-60,28.33875,-84.64816667,68,2015,0.502112882
017-1503-00137,Apr-60,26.63675,-83.90483333,89.7,2015,0
017-1503-00103,Mar-60,25.85091667,-83.16166667,54.6,2015,0
017-1503-00024,Jun-60,28.507,-84.56625,54,2015,0.139506556
017-1503-00104,Mar-60,25.71766667,-83.0335,51.3,2015,0.025391669
017-1503-00139,May-60,27.01416667,-84.05025,92.2,2015,0
017-1503-00140,0-60,26.98066667,-84.09625,98.5,2015,0
017-1503-00105,Mar-60,25.6505,-82.93558333,47.8,2015,0
017-1503-00178,20-Jul,29.72375,-84.23925,14.8,2015,0.07465657
017-1503-00064,20-Mar,25.90316667,-82.249,22,2015,0
017-1503-00107,Mar-60,25.43558333,-83.14866667,56.3,2015,0
017-1503-00141,May-60,27.03091667,-84.13433333,101.2,2015,0
017-1503-00179,20-Jul,29.75983333,-84.38766667,13.9,2015,0
017-1503-00142,May-60,27.14233333,-84.03125,78.5,2015,0.064217304
017-1503-00108,Mar-60,25.10208333,-83.08125,54.8,2015,0
017-1503-00180,20-Jul,29.46933333,-84.45775,24.1,2015,0
017-1503-00068,Apr-60,26.02716667,-82.93225,43,2015,0.038751821
017-1503-00143,May-60,27.19458333,-84.03591667,74.5,2015,0.047055783
017-1503-00110,Feb-60,24.82233333,-83.09,52.8,2015,0
017-1503-00069,Apr-60,26.21325,-83.15925,49,2015,0
017-1503-00182,20-Jul,29.47666667,-84.53975,23.6,2015,0
017-1503-00144,May-60,27.46583333,-83.8075,50.8,2015,0
017-1503-00111,Feb-60,24.61625,-83.16,53,2015,0
017-1503-00070,Apr-60,26.2215,-82.95483333,39,2015,0
017-1503-00112,Feb-60,24.57175,-83.23841667,61,2015,0
017-1503-00145,May-60,27.53216667,-83.89183333,55,2015,0.010038567
017-1503-00183,20-Jul,29.45025,-84.61366667,23.9,2015,0
017-1503-00113,Feb-60,24.57258333,-83.28708333,64.5,2015,0
017-1503-00147,May-60,27.37341667,-84.11558333,75.5,2015,0.073146295
017-1503-00071,Apr-60,26.14541667,-82.85383333,39,2015,0
017-1503-00184,20-Aug,29.51041667,-85.11475,13.3,2015,0
017-1503-00114,Feb-60,24.741,-83.34225,63.5,2015,0
017-1503-00148,May-60,27.44958333,-84.21708333,74.3,2015,0.012504789
017-1503-00072,20-Apr,26.2505,-82.60241667,26,2015,0
017-1503-00115,Feb-60,24.98233333,-83.82616667,103.2,2015,0
017-1503-00185,20-Aug,29.54616667,-85.10583333,15.6,2015,0
017-1503-00073,20-Apr,26.34766667,-82.71183333,28,2015,0
017-1503-00149,May-60,27.45091667,-84.23816667,75.5,2015,0
017-1503-00116,Mar-60,25.13025,-83.65075,75.3,2015,0
017-1503-00074,20-Apr,26.488,-82.76658333,27,2015,0.015943606
017-1503-00150,May-60,27.79291667,-84.42033333,84.3,2015,0.196047308
017-1503-00186,20-Aug,29.61241667,-85.18625,16.9,2015,0
017-1503-00117,Mar-60,25.03375,-83.538,71.3,2015,0
017-1503-00076,Apr-60,26.81991667,-83.05625,38,2015,0
017-1503-00152,Jun-60,28.07191667,-84.42633333,65.5,2015,0.087985087
017-1503-00187,20-Aug,29.591,-85.41066667,16.1,2015,0
017-1503-00119,Mar-60,25.12425,-83.41525,66,2015,0.101147611
017-1503-00077,Apr-60,26.95016667,-83.06641667,37,2015,0.049602331
017-1503-00153,Jun-60,28.21241667,-84.44491667,61.4,2015,0.16743644
017-1503-00120,Mar-60,25.12316667,-83.29058333,61.4,2015,0
017-1503-00190,Sep-60,30.00533333,-86.17691667,37,2015,0
017-1503-00121,Mar-60,25.40975,-83.24158333,59.9,2015,0
017-1503-00154,Jun-60,28.1775,-84.19341667,45.8,2015,0
017-1503-00191,20-Sep,30.19833333,-86.30458333,31.1,2015,0.047036693
017-1503-00122,Mar-60,25.58708333,-83.45591667,65.7,2015,0.029715682
017-1503-00155,20-Jun,28.33983333,-83.80716667,32.9,2015,0
017-1503-00192,20-Sep,30.284,-86.43466667,21.9,2015,0
017-1503-00124,Mar-60,25.60441667,-83.60616667,73.5,2015,0
017-1503-00156,20-Jun,28.588,-83.52633333,23.1,2015,0
017-1503-00125,Mar-60,25.86508333,-83.71133333,86.8,2015,0
017-1503-00194,20-Sep,30.32883333,-86.7725,19.9,2015,0.010857653
017-1503-00126,Mar-60,25.88358333,-83.60316667,69.7,2015,0
017-1503-00158,20-Jun,28.42591667,-83.28108333,17.1,2015,0
017-1503-00196,20-Oct,30.31108333,-87.00858333,18.4,2015,0
017-1503-00127,Mar-60,25.93091667,-83.51941667,67.2,2015,0
017-1503-00197,20-Oct,30.26483333,-87.10966667,19.4,2015,0
017-1503-00175,20-Jul,29.52041667,-84.06241667,20.1,2015,0.067538888
017-1503-00176,20-Jul,29.449,-84.08083333,21.3,2015,0.09371869
017-1503-00177,20-Jul,29.41266667,-84.21541667,24.8,2015,0.205152498
095-1502-95001,14-20,28.98808333,-90.46816667,10,2015,0
095-1502-95002,14-20,28.93075,-90.13216667,25,2015,0
095-1502-95004,13-20,29.06758333,-89.86316667,26.8,2015,0
095-1502-95005,13-20,29.18933333,-89.81083333,15.5,2015,0
095-1502-95007,14-60,28.5985,-90.25933333,45,2015,0
095-1502-95008,14-20,28.67833333,-90.22975,34.8,2015,0
095-1502-95009,14-20,28.71133333,-90.39166667,22,2015,0
095-1502-95010,14-20,28.6805,-90.43758333,18.9,2015,0
095-1502-95014,14-20,28.82583333,-90.95075,13.5,2015,0
095-1502-95017,15-20,29.0605,-91.86208333,12.2,2015,0
077-1501-00001,20-Oct,30.21333333,-87.77666667,10.8,2015,0
095-1502-95018,16-20,29.44125,-92.7175,14.4,2015,0
077-1501-00002,20-Oct,30.20833333,-87.76175,10.7,2015,0
095-1502-95019,17-20,29.53058333,-93.12525,12.8,2015,0
077-1501-00003,20-Oct,29.9225,-87.41,30.3,2015,0.135159791
095-1502-95020,17-20,29.36508333,-93.93091667,13.3,2015,0
077-1501-00004,Oct-60,29.83208333,-87.4085,38,2015,0.059050394
077-1501-00005,Oct-60,29.67475,-87.62316667,37.5,2015,0
095-1502-95022,17-20,29.60183333,-93.6105,11.9,2015,0
095-1502-95024,17-20,29.57841667,-93.1815,11.8,2015,0
095-1502-95030,14-20,28.93458333,-90.94516667,9.5,2015,0
004-318-00002,21-60,26.34616667,-96.64966667,48.1,2016,0
004-318-00003,0-60,26.30641667,-96.48191667,63.8,2016,0
004-318-00004,0-60,26.2315,-96.38983333,75,2016,0
004-318-00005,0-60,26.10791667,-96.4185,74.6,2016,0
004-318-00006,0-60,26.04883333,-96.43533333,71.7,2016,0
004-318-00008,21-60,26.18433333,-96.50133333,62.7,2016,0
004-318-00009,21-60,26.17791667,-96.692,47,2016,0
004-318-00011,21-20,26.20925,-97.01925,25.6,2016,0
004-318-00012,21-20,26.32083333,-96.945,35.7,2016,0
004-318-00013,21-20,26.34825,-97.15333333,17.7,2016,0
004-318-00053,19-20,28.54525,-95.6115,21,2016,0
004-318-00014,21-20,26.47241667,-97.12466667,20.7,2016,0
004-318-00055,19-20,28.44391667,-95.36391667,31.8,2016,0
004-318-00015,21-20,26.44441667,-97.07491667,22.5,2016,0
004-318-00056,19-20,28.37466667,-95.65791667,28.2,2016,0
004-318-00017,21-60,26.82541667,-96.56566667,106.8,2016,0
004-318-00057,19-20,28.36825,-95.56166667,28.2,2016,0
004-318-00018,21-60,26.86625,-96.70116667,81,2016,0
004-318-00058,19-60,28.11925,-95.45275,47.2,2016,0
004-318-00020,20-60,27.03525,-96.889,54.1,2016,0
004-318-00059,19-60,28.0765,-95.44775,49.2,2016,0
004-318-00022,20-60,27.06516667,-97.02116667,38,2016,0
004-318-00061,0-60,27.95766667,-95.34775,64.6,2016,0
004-318-00024,20-20,27.14325,-97.2475,22.9,2016,0
004-318-00025,20-60,27.30675,-96.91183333,41.1,2016,0
004-318-00063,0-60,27.90191667,-95.20866667,91.6,2016,0
004-318-00026,20-20,27.39083333,-97.01291667,30.2,2016,0
004-318-00066,19-60,28.10875,-95.05016667,54.7,2016,0
004-318-00027,20-20,27.3865,-97.04758333,28.9,2016,0
004-318-00067,19-60,28.17041667,-95.09266667,49.2,2016,0
004-318-00029,0-60,27.35991667,-96.46358333,93.3,2016,0
004-318-00068,19-60,28.24833333,-95.0155,46.3,2016,0
004-318-00031,20-20,27.67475,-96.87866667,26.9,2016,0
004-318-00070,18-60,28.15375,-94.84866667,51,2016,0
004-318-00032,20-20,27.91883333,-96.86725,15.5,2016,0
004-318-00071,18-60,28.07266667,-94.79641667,59.4,2016,0
004-318-00033,20-20,27.92341667,-96.808,18.5,2016,0
004-318-00073,18-60,28.00691667,-94.72975,76.8,2016,0
004-318-00111,17-20,29.39683333,-93.57483333,15.2,2016,0
004-318-00034,20-20,27.93991667,-96.69616667,22.3,2016,0
004-318-00074,18-60,28.14133333,-94.59216667,56.1,2016,0
004-318-00113,17-20,29.62083333,-93.48175,12.1,2016,0
004-318-00036,20-60,27.87975,-96.43516667,38.4,2016,0
004-318-00075,18-60,28.11683333,-94.56808333,56.9,2016,0
004-318-00114,17-20,29.55541667,-93.35166667,13.2,2016,0
004-318-00037,19-60,28.00441667,-96.23633333,36.6,2016,0
004-318-00079,18-60,28.28525,-94.04233333,55,2016,0
004-318-00038,20-60,27.89883333,-96.21141667,50.1,2016,0
004-318-00082,18-60,28.49966667,-94.3315,37.5,2016,0
004-318-00115,17-20,29.50333333,-93.32158333,7.5,2016,0
004-318-00039,20-60,27.79375,-95.941,61.8,2016,0
004-318-00084,18-60,28.384,-94.78491667,40.1,2016,0
004-318-00116,17-20,29.55533333,-93.19,13,2016,0
004-318-00040,20-60,27.96616667,-95.87908333,50.3,2016,0
004-318-00085,18-20,28.49491667,-94.9255,35.5,2016,0
004-318-00118,16-20,29.37991667,-92.76408333,15.7,2016,0
004-318-00042,19-20,28.1435,-95.97166667,32.7,2016,0
004-318-00086,18-20,28.49641667,-94.96941667,35.3,2016,0
004-318-00043,19-20,28.24291667,-95.87625,28.3,2016,0
004-318-00088,19-20,28.749,-95.0165,21.9,2016,0
004-318-00119,16-20,29.27808333,-92.59658333,16.3,2016,0
004-318-00044,19-20,28.20158333,-95.98641667,28,2016,0
004-318-00089,18-20,28.83283333,-94.85608333,20.5,2016,0
004-318-00120,16-20,29.13291667,-92.36408333,16.1,2016,0
004-318-00165,15-60,28.19391667,-91.96716667,74.6,2016,0
004-318-00045,19-20,28.29608333,-95.997,24.5,2016,0
004-318-00090,19-20,28.96325,-95.02066667,17.9,2016,0
004-318-00122,16-20,29.01666667,-92.7175,25.6,2016,0
004-318-00048,19-20,28.43358333,-96.09041667,16.6,2016,0
004-318-00166,16-60,28.15325,-92.05708333,79.6,2016,0
004-318-00092,18-20,28.98266667,-94.86233333,19.2,2016,0
004-318-00050,19-20,28.61275,-95.70825,14.6,2016,0
004-318-00123,16-20,29.15933333,-92.78833333,21,2016,0
004-318-00168,16-60,28.40441667,-92.41866667,57.4,2016,0
004-318-00093,18-20,29.06866667,-94.89858333,15.4,2016,0
004-318-00052,19-20,28.59191667,-95.29266667,26.2,2016,0
004-318-00124,17-20,29.16225,-93.06691667,20.5,2016,0
004-318-00169,16-60,28.54433333,-92.10525,45.5,2016,0
004-318-00094,18-20,29.09475,-94.7645,17.9,2016,0
004-318-00126,17-20,28.92208333,-93.11316667,24.1,2016,0
004-318-00170,16-60,28.46458333,-92.09716667,54.5,2016,0
004-318-00128,17-20,28.87533333,-93.31266667,24.3,2016,0
004-318-00095,18-20,28.9285,-94.6135,20.1,2016,0
004-318-00129,17-20,28.97625,-93.31016667,24.5,2016,0
004-318-00171,15-60,28.39791667,-91.90783333,58.5,2016,0
004-318-00097,18-20,28.964,-94.46925,18.7,2016,0
004-318-00130,17-20,29.19358333,-93.39375,17.4,2016,0
004-318-00172,15-60,28.47875,-91.91141667,52.3,2016,0
004-318-00098,18-20,29.08216667,-94.11516667,19.2,2016,0
004-318-00131,17-20,29.0735,-93.48916667,21.9,2016,0
004-318-00212,13-60,28.89808333,-89.17641667,74.8,2016,0
004-318-00174,15-20,28.76558333,-91.95191667,30.2,2016,0
004-318-00133,17-20,28.76441667,-93.86525,25.1,2016,0
004-318-00099,17-20,29.13241667,-93.973,18.8,2016,0
004-318-00221,20-Oct,30.13708333,-87.4215,23.6,2016,0.036847446
004-318-00134,18-20,28.72791667,-94.03433333,27.1,2016,0
004-318-00175,16-20,28.78741667,-92.1705,32.6,2016,0
004-318-00100,18-20,29.29983333,-94.3945,16.1,2016,0
004-318-00222,20-Oct,30.13875,-87.32508333,20.3,2016,0
004-318-00135,17-20,28.63566667,-93.84475,30.4,2016,0
004-318-00176,16-20,28.83708333,-92.04916667,28.3,2016,0
004-318-00224,20-Oct,29.95433333,-87.34408333,28.7,2016,0
004-318-00102,18-20,29.45083333,-94.32708333,13.5,2016,0
004-318-00136,17-60,28.4645,-93.65075,45,2016,0
004-318-00177,16-20,28.86883333,-92.02966667,26.5,2016,0
004-318-00225,20-Oct,30.30816667,-87.01125,20.3,2016,0
004-318-00138,17-60,28.44383333,-93.35991667,47.9,2016,0
004-318-00103,18-20,29.49575,-94.29958333,12.1,2016,0
004-318-00178,15-20,28.89775,-91.98983333,24.5,2016,0
004-318-00226,20-Sep,30.22025,-86.07558333,23,2016,0.002530731
004-318-00139,17-60,28.34391667,-93.63025,55.2,2016,0
004-318-00179,16-20,28.94166667,-92.09758333,24.3,2016,0
004-318-00104,18-20,29.48125,-94.18058333,13.2,2016,0
004-318-00140,17-60,28.30441667,-93.54616667,58.5,2016,0
004-318-00227,20-Sep,30.18175,-86.07233333,25.4,2016,0.040199691
004-318-00181,15-20,28.93308333,-91.69458333,19.2,2016,0
004-318-00105,18-20,29.483,-94.156,12.8,2016,0
004-318-00141,17-60,28.09616667,-93.59866667,68.9,2016,0
004-318-00228,20-Aug,30.14241667,-85.82916667,19,2016,0.028698492
004-318-00143,17-60,28.10266667,-93.4355,77.9,2016,0
004-318-00182,15-20,28.84633333,-91.61458333,21.8,2016,0
004-318-00108,17-20,28.88725,-93.80666667,23.4,2016,0
004-318-00230,Sep-60,29.63308333,-86.25291667,68.9,2016,0.037814964
004-318-00144,17-60,28.07833333,-93.28341667,84.1,2016,0
004-318-00183,15-20,28.76033333,-91.6545,26.7,2016,0
004-318-00109,17-20,29.13566667,-93.80591667,10.2,2016,0
004-318-00232,Aug-60,29.522,-85.98366667,53.4,2016,0.016011741
004-318-00146,17-60,28.08933333,-93.20975,85.2,2016,0
004-318-00184,15-20,28.70341667,-91.65016667,29.6,2016,0
004-318-00110,17-20,29.20341667,-93.71991667,16.6,2016,0
004-318-00148,16-60,28.10433333,-92.87308333,82.8,2016,0
004-318-00233,20-Aug,29.94625,-85.74675,27.1,2016,0.019886649
004-318-00185,15-20,28.79575,-91.35633333,17,2016,0
004-318-00149,17-60,28.2605,-93.07833333,59.8,2016,0
004-318-00237,20-Aug,29.25941667,-85.22916667,34.7,2016,0.279962136
004-318-00186,15-20,28.61233333,-91.50733333,34.6,2016,0
004-318-00150,17-60,28.33108333,-93.20283333,55.2,2016,0
004-318-00188,15-60,28.27991667,-91.47966667,71.1,2016,0
004-318-00238,20-Aug,29.31716667,-85.17941667,29.4,2016,0
004-318-00189,15-60,28.25141667,-91.51566667,74.6,2016,0
004-318-00151,16-60,28.39958333,-92.91191667,53.4,2016,0
004-318-00239,20-Aug,29.42708333,-85.2285,26.7,2016,0
004-318-00190,15-60,28.17608333,-91.63125,81.9,2016,0
004-318-00153,17-20,28.72933333,-93.13216667,28.7,2016,0
004-318-00240,20-Jul,29.33483333,-84.87358333,26.7,2016,0
004-318-00192,14-60,28.13683333,-90.95133333,98.2,2016,0
004-318-00154,17-20,28.76075,-93.10891667,29.8,2016,0
004-318-00242,20-Jul,29.58183333,-84.81358333,14.3,2016,0
004-318-00193,15-60,28.27566667,-91.03041667,67.1,2016,0
004-318-00155,17-20,28.8255,-93.11108333,27.2,2016,0
004-318-00194,15-60,28.39608333,-91.18841667,53.4,2016,0
004-318-00243,20-Jul,29.57208333,-84.72216667,16.6,2016,0
004-318-00195,14-60,28.44791667,-90.97375,38,2016,0
004-318-00156,16-20,28.73258333,-92.97758333,31.5,2016,0
004-318-00245,20-Jul,29.6145,-84.35108333,20.7,2016,0
004-318-00197,14-20,28.63733333,-90.87441667,18.1,2016,0
004-318-00157,16-20,28.79933333,-92.53225,32.6,2016,0
004-318-00246,20-Jul,29.56166667,-84.42533333,19.8,2016,0.075781339
004-318-00198,14-20,28.72958333,-90.76108333,18.8,2016,0
004-318-00160,16-60,28.3105,-92.86783333,56.3,2016,0
004-318-00248,20-Jul,29.37416667,-84.32325,26.3,2016,0.106290709
004-318-00199,14-20,28.81933333,-90.67883333,19.8,2016,0
004-318-00163,16-60,28.07116667,-92.35666667,95.6,2016,0
004-318-00249,20-Jul,29.33666667,-84.44925,29.3,2016,0.091300994
004-318-00200,14-20,28.55366667,-90.57025,31.8,2016,0
004-318-00250,20-Jul,29.08525,-84.64758333,34.7,2016,0.092385294
004-318-00164,16-60,28.05983333,-92.09183333,98.6,2016,0
004-318-00201,14-20,28.553,-90.46625,35.8,2016,0
004-318-00251,20-Jul,29.10708333,-84.70183333,34.6,2016,0.314784024
004-318-00203,14-60,28.36666667,-90.40941667,51.6,2016,0
004-318-00252,20-Jul,29.12333333,-84.71583333,34.2,2016,0.192481573
004-318-00204,14-60,28.44225,-90.20158333,57.1,2016,0
004-318-00256,20-Jun,28.90566667,-84.28175,31.3,2016,0
004-318-00258,20-Jun,28.97275,-83.91933333,27.2,2016,0
004-318-00205,14-60,28.55758333,-90.119,58.7,2016,0
004-318-00259,20-Jul,29.05341667,-83.71275,19.4,2016,0
004-318-00207,14-60,28.41858333,-90.04891667,80.1,2016,0
004-318-00208,14-60,28.34433333,-90.03925,98.6,2016,0
